id,lon,lat,location,area,type,outcome
1241,-1.43962200,54.99046500,On or near Trinity Walk,South Tyneside 002C,Criminal damage and arson,Investigation complete; no suspect identified
1242,-1.43109200,54.99571000,On or near Charlotte Street,South Tyneside 002D,Criminal damage and arson,Investigation complete; no suspect identified
1243,-1.44232500,54.99052300,On or near Parking Area,South Tyneside 002D,Criminal damage and arson,Awaiting court outcome
1244,-1.43968200,54.99513800,On or near Mill Dam,South Tyneside 002D,Criminal damage and arson,Investigation complete; no suspect identified
1245,-1.43728900,55.00304400,On or near Lady'S Walk,South Tyneside 002D,Criminal damage and arson,Under investigation
1246,-1.43954800,54.99911900,On or near Broad Landing,South Tyneside 002D,Criminal damage and arson,Investigation complete; no suspect identified
1247,-1.43139800,54.99070600,On or near Victoria Road,South Tyneside 002D,Criminal damage and arson,Under investigation
1248,-1.43272600,54.99407300,On or near Parking Area,South Tyneside 002D,Criminal damage and arson,Investigation complete; no suspect identified
1249,-1.43339600,54.99863200,On or near Hospital,South Tyneside 002D,Criminal damage and arson,Awaiting court outcome
1250,-1.42357300,54.98708300,On or near Dean Road,South Tyneside 002E,Criminal damage and arson,Investigation complete; no suspect identified
1251,-1.42237700,54.98871300,On or near Ingham Grange,South Tyneside 003C,Criminal damage and arson,Under investigation
1252,-1.42702500,54.98497900,On or near Canterbury Street,South Tyneside 003E,Criminal damage and arson,Under investigation
1253,-1.42325500,54.98523100,On or near Sports/Recreation Area,South Tyneside 003E,Criminal damage and arson,Under investigation
1254,-1.42695900,54.98411600,On or near Marlborough Street South,South Tyneside 003E,Criminal damage and arson,Offender given a caution
1255,-1.42148500,54.98553700,On or near College Drive,South Tyneside 003E,Criminal damage and arson,Under investigation
1256,-1.42393600,54.98677900,On or near Dean Road,South Tyneside 003E,Criminal damage and arson,Investigation complete; no suspect identified
1257,-1.40244700,54.98691900,On or near Norham Avenue,South Tyneside 004A,Criminal damage and arson,Investigation complete; no suspect identified
1258,-1.39718100,54.98063800,On or near Horsley Hill Square,South Tyneside 004D,Criminal damage and arson,Investigation complete; no suspect identified
1259,-1.42083600,54.97090400,On or near John Reid Road,South Tyneside 005C,Criminal damage and arson,Investigation complete; no suspect identified
1260,-1.42939700,54.98410000,On or near Albany Street West,South Tyneside 005D,Criminal damage and arson,Under investigation
1261,-1.42939700,54.98410000,On or near Albany Street West,South Tyneside 005D,Criminal damage and arson,Investigation complete; no suspect identified
1262,-1.40854000,54.97319900,On or near South Close,South Tyneside 006A,Criminal damage and arson,Investigation complete; no suspect identified
1263,-1.41069900,54.97938300,On or near Marsden Road,South Tyneside 006C,Criminal damage and arson,Investigation complete; no suspect identified
1264,-1.41341400,54.97746400,On or near Sunderland Road,South Tyneside 006D,Criminal damage and arson,Investigation complete; no suspect identified
1265,-1.48103000,54.98021600,On or near Wilberforce Street,South Tyneside 007A,Criminal damage and arson,Offender given a caution
1266,-1.47934500,54.98002000,On or near St Paul'S Road,South Tyneside 007A,Criminal damage and arson,Under investigation
1267,-1.48119200,54.98217500,On or near Abbey Drive,South Tyneside 007A,Criminal damage and arson,Awaiting court outcome
1268,-1.48103000,54.98021600,On or near Wilberforce Street,South Tyneside 007A,Criminal damage and arson,Under investigation
1269,-1.48342100,54.98012700,On or near Salem Street,South Tyneside 007A,Criminal damage and arson,Investigation complete; no suspect identified
1270,-1.49618300,54.98166300,On or near Palmer Street,South Tyneside 007B,Criminal damage and arson,Under investigation
1271,-1.48277900,54.98264900,On or near Friar Way,South Tyneside 007B,Criminal damage and arson,Investigation complete; no suspect identified
1272,-1.49361100,54.98120300,On or near Grange Road West,South Tyneside 007B,Criminal damage and arson,Awaiting court outcome
1273,-1.48742300,54.98367600,On or near Spenser Street,South Tyneside 007B,Criminal damage and arson,Investigation complete; no suspect identified
1274,-1.49018300,54.97917600,On or near Greenbank,South Tyneside 007C,Criminal damage and arson,Investigation complete; no suspect identified
1275,-1.48514400,54.97614400,On or near Clervaux Terrace,South Tyneside 007D,Criminal damage and arson,Investigation complete; no suspect identified
1276,-1.48514400,54.97614400,On or near Clervaux Terrace,South Tyneside 007D,Criminal damage and arson,Investigation complete; no suspect identified
1277,-1.39793600,54.97612200,On or near Tanfield Gardens,South Tyneside 008A,Criminal damage and arson,Under investigation
1278,-1.40093600,54.97395300,On or near Bradley Avenue,South Tyneside 008A,Criminal damage and arson,Under investigation
1279,-1.40409700,54.97784100,On or near Falstone Avenue,South Tyneside 008B,Criminal damage and arson,Under investigation
1280,-1.40625000,54.97380800,On or near York Way,South Tyneside 008B,Criminal damage and arson,Investigation complete; no suspect identified
1281,-1.40925800,54.97215100,On or near Supermarket,South Tyneside 008B,Criminal damage and arson,Under investigation
1282,-1.39859400,54.97806600,On or near Hylton Avenue,South Tyneside 008C,Criminal damage and arson,Investigation complete; no suspect identified
1283,-1.51899400,54.97527600,On or near May Close,South Tyneside 009A,Criminal damage and arson,Awaiting court outcome
1284,-1.50535300,54.98056900,On or near High Lane Row,South Tyneside 009B,Criminal damage and arson,Awaiting court outcome
1285,-1.50535300,54.98056900,On or near High Lane Row,South Tyneside 009B,Criminal damage and arson,Under investigation
1286,-1.50428500,54.97844400,On or near Black Road,South Tyneside 009B,Criminal damage and arson,Under investigation
1287,-1.50535300,54.98056900,On or near High Lane Row,South Tyneside 009B,Criminal damage and arson,Under investigation
1288,-1.51040700,54.97739900,On or near Milton Avenue,South Tyneside 009C,Criminal damage and arson,Under investigation
1289,-1.50198900,54.97589100,On or near Jervis Street,South Tyneside 009D,Criminal damage and arson,Investigation complete; no suspect identified
1290,-1.50574400,54.97416300,On or near Ushaw Road,South Tyneside 009E,Criminal damage and arson,Under investigation
1291,-1.49451400,54.97524000,On or near Victoria Terrace,South Tyneside 009F,Criminal damage and arson,Investigation complete; no suspect identified
1292,-1.49299600,54.97296900,On or near Bede Burn Road,South Tyneside 009F,Criminal damage and arson,Under investigation
1293,-1.51706000,54.97503500,On or near Rede Avenue,South Tyneside 010B,Criminal damage and arson,Under investigation
1294,-1.52372800,54.97126000,On or near Graham Road,South Tyneside 010B,Criminal damage and arson,Under investigation
1295,-1.52380000,54.97712000,On or near Prince Consort Road,South Tyneside 010B,Criminal damage and arson,Under investigation
1296,-1.51970300,54.97348200,On or near Parking Area,South Tyneside 010C,Criminal damage and arson,Under investigation
1297,-1.52277800,54.97103200,On or near Alfred Street,South Tyneside 010D,Criminal damage and arson,Investigation complete; no suspect identified
1298,-1.52109900,54.96903000,On or near Ronald Gardens,South Tyneside 010D,Criminal damage and arson,Under investigation
1299,-1.51977100,54.97035500,On or near Clennel Avenue,South Tyneside 010D,Criminal damage and arson,Investigation complete; no suspect identified
1300,-1.52109900,54.96903000,On or near Ronald Gardens,South Tyneside 010D,Criminal damage and arson,Under investigation
1301,-1.52277800,54.97103200,On or near Alfred Street,South Tyneside 010D,Criminal damage and arson,Investigation complete; no suspect identified
1302,-1.43467900,54.97299100,On or near Forth Court,South Tyneside 011A,Criminal damage and arson,Investigation complete; no suspect identified
1303,-1.43910600,54.97589600,On or near Vine Street,South Tyneside 011A,Criminal damage and arson,Investigation complete; no suspect identified
1304,-1.43467900,54.97299100,On or near Forth Court,South Tyneside 011A,Criminal damage and arson,Investigation complete; no suspect identified
1305,-1.43411300,54.97429100,On or near Wolsey Court,South Tyneside 011A,Criminal damage and arson,Investigation complete; no suspect identified
1306,-1.43670700,54.97648700,On or near Stanhope Road,South Tyneside 011B,Criminal damage and arson,Investigation complete; no suspect identified
1307,-1.43841700,54.97485000,On or near Stoddart Street,South Tyneside 011B,Criminal damage and arson,Under investigation
1308,-1.43608300,54.97758900,On or near Whitehall Street,South Tyneside 011B,Criminal damage and arson,Investigation complete; no suspect identified
1309,-1.42645300,54.97246700,On or near Mcanany Avenue,South Tyneside 011C,Criminal damage and arson,Under investigation
1310,-1.42645300,54.97246700,On or near Mcanany Avenue,South Tyneside 011C,Criminal damage and arson,Investigation complete; no suspect identified
1311,-1.43891300,54.96840900,On or near Petrol Station,South Tyneside 011D,Criminal damage and arson,Investigation complete; no suspect identified
1312,-1.46955800,54.97095500,On or near Bideford Gardens,South Tyneside 012A,Criminal damage and arson,Under investigation
1313,-1.47002200,54.97009500,On or near Lulworth Avenue,South Tyneside 012A,Criminal damage and arson,Investigation complete; no suspect identified
1314,-1.46955800,54.97095500,On or near Bideford Gardens,South Tyneside 012A,Criminal damage and arson,Under investigation
1315,-1.45216700,54.96897300,On or near Ebor Street,South Tyneside 012B,Criminal damage and arson,Under investigation
1316,-1.45216700,54.96897300,On or near Ebor Street,South Tyneside 012B,Criminal damage and arson,Investigation complete; no suspect identified
1317,-1.45002500,54.96916100,On or near Colchester Street,South Tyneside 012B,Criminal damage and arson,Investigation complete; no suspect identified
1318,-1.45244300,54.96939700,On or near Binchester Street,South Tyneside 012B,Criminal damage and arson,Investigation complete; no suspect identified
1319,-1.45164600,54.96827000,On or near Tennant Street,South Tyneside 012B,Criminal damage and arson,Investigation complete; no suspect identified
1320,-1.44520600,54.98219600,On or near Mitre Place,South Tyneside 012C,Criminal damage and arson,Under investigation
1321,-1.44334300,54.97793700,On or near Lord Nelson Street,South Tyneside 012C,Criminal damage and arson,Investigation complete; no suspect identified
1322,-1.45581300,54.96969000,On or near Ranson Crescent,South Tyneside 012D,Criminal damage and arson,Investigation complete; no suspect identified
1323,-1.45581300,54.96969000,On or near Ranson Crescent,South Tyneside 012D,Criminal damage and arson,Under investigation
1324,-1.39788400,54.96807900,On or near The Lonnen,South Tyneside 013C,Criminal damage and arson,Investigation complete; no suspect identified
1325,-1.39953400,54.97264300,On or near Shilton Close,South Tyneside 013C,Criminal damage and arson,Under investigation
1326,-1.40788100,54.97016800,On or near Fir Grove,South Tyneside 013E,Criminal damage and arson,Investigation complete; no suspect identified
1327,-1.41178300,54.96936900,On or near Mulberry Crescent,South Tyneside 013E,Criminal damage and arson,Under investigation
1328,-1.46564100,54.96715500,On or near John Reid Road,South Tyneside 014A,Criminal damage and arson,Under investigation
1329,-1.46575300,54.96578000,On or near Melrose Grove,South Tyneside 014A,Criminal damage and arson,Under investigation
1330,-1.45937400,54.96390100,On or near Tasmania Road,South Tyneside 014C,Criminal damage and arson,Under investigation
1331,-1.46027000,54.96696000,On or near Ayrey Avenue,South Tyneside 014D,Criminal damage and arson,Investigation complete; no suspect identified
1332,-1.45658100,54.96831000,On or near Stoker Avenue,South Tyneside 014D,Criminal damage and arson,Under investigation
1333,-1.45505000,54.96720700,On or near Seton Avenue,South Tyneside 014D,Criminal damage and arson,Investigation complete; no suspect identified
1334,-1.51707800,54.96310100,On or near Beresford Avenue,South Tyneside 015A,Criminal damage and arson,Under investigation
1335,-1.52437400,54.96029000,On or near Further/Higher Educational Building,South Tyneside 015A,Criminal damage and arson,Under investigation
1336,-1.52437400,54.96029000,On or near Further/Higher Educational Building,South Tyneside 015A,Criminal damage and arson,Under investigation
1337,-1.51707800,54.96310100,On or near Beresford Avenue,South Tyneside 015A,Criminal damage and arson,Under investigation
1338,-1.51707800,54.96310100,On or near Beresford Avenue,South Tyneside 015A,Criminal damage and arson,Under investigation
1339,-1.51698700,54.96290300,On or near Poplar Close,South Tyneside 015A,Criminal damage and arson,Under investigation
1340,-1.51530100,54.96279800,On or near Mimosa Drive,South Tyneside 015B,Criminal damage and arson,Under investigation
1341,-1.50472400,54.96310600,On or near Warwick Road,South Tyneside 015C,Criminal damage and arson,Awaiting court outcome
1342,-1.51365600,54.96063500,On or near Westminster Crescent,South Tyneside 015C,Criminal damage and arson,Under investigation
1343,-1.49555700,54.96803700,On or near Laburnum Gardens,South Tyneside 015E,Criminal damage and arson,Awaiting court outcome
1344,-1.49777500,54.96298700,On or near Blackpool Parade,South Tyneside 015F,Criminal damage and arson,Under investigation
1345,-1.49720300,54.96127800,On or near Southport Parade,South Tyneside 015F,Criminal damage and arson,Investigation complete; no suspect identified
1346,-1.49720300,54.96127800,On or near Southport Parade,South Tyneside 015F,Criminal damage and arson,Under investigation
1347,-1.44278000,54.97008100,On or near Watling Street,South Tyneside 016A,Criminal damage and arson,Investigation complete; no suspect identified
1348,-1.44298700,54.97200500,On or near Marigold Walk,South Tyneside 016A,Criminal damage and arson,Under investigation
1349,-1.44459500,54.96870500,On or near Green Lane,South Tyneside 016A,Criminal damage and arson,Under investigation
1350,-1.44372300,54.96060400,On or near Browning Close,South Tyneside 016C,Criminal damage and arson,Under investigation
1351,-1.45038300,54.95894500,On or near Masefield Drive,South Tyneside 016C,Criminal damage and arson,Investigation complete; no suspect identified
1352,-1.44372300,54.96060400,On or near Browning Close,South Tyneside 016C,Criminal damage and arson,Under investigation
1353,-1.44372300,54.96060400,On or near Browning Close,South Tyneside 016C,Criminal damage and arson,Investigation complete; no suspect identified
1354,-1.44923200,54.96087200,On or near Priestley Court,South Tyneside 016C,Criminal damage and arson,Under investigation
1355,-1.44111800,54.96151800,On or near Hardy Avenue,South Tyneside 016C,Criminal damage and arson,Under investigation
1356,-1.43906700,54.96184100,On or near Defoe Avenue,South Tyneside 016E,Criminal damage and arson,Offender given a caution
1357,-1.44078900,54.96493100,On or near Austen Avenue,South Tyneside 016E,Criminal damage and arson,Investigation complete; no suspect identified
1358,-1.43794000,54.96092800,On or near Galsworthy Road,South Tyneside 016E,Criminal damage and arson,Investigation complete; no suspect identified
1359,-1.48104700,54.96189300,On or near Usk Avenue,South Tyneside 017A,Criminal damage and arson,Investigation complete; no suspect identified
1360,-1.48213800,54.95845600,On or near Calder Green,South Tyneside 017A,Criminal damage and arson,Under investigation
1361,-1.49101900,54.95876300,On or near Roman Road,South Tyneside 017B,Criminal damage and arson,Under investigation
1362,-1.47982200,54.96121300,On or near Dove Avenue,South Tyneside 017B,Criminal damage and arson,Investigation complete; no suspect identified
1363,-1.48190700,54.97155700,On or near Castleton Road,South Tyneside 017E,Criminal damage and arson,Under investigation
1364,-1.39415900,54.97378400,On or near Forber Avenue,South Tyneside 018A,Criminal damage and arson,Investigation complete; no suspect identified
1365,-1.38353700,54.97881700,On or near Redwell Lane,South Tyneside 018B,Criminal damage and arson,Under investigation
1366,-1.38353700,54.97881700,On or near Redwell Lane,South Tyneside 018B,Criminal damage and arson,Investigation complete; no suspect identified
1367,-1.36422600,54.95898400,On or near Fern Avenue,South Tyneside 018C,Criminal damage and arson,Awaiting court outcome
1368,-1.42847200,54.96234000,On or near Nash Avenue,South Tyneside 019A,Criminal damage and arson,Under investigation
1369,-1.43353700,54.96086300,On or near Holbein Road,South Tyneside 019B,Criminal damage and arson,Under investigation
1370,-1.41903900,54.96013000,On or near Holder House Way,South Tyneside 019D,Criminal damage and arson,Under investigation
1371,-1.48020400,54.95457400,On or near Parkfield,South Tyneside 020B,Criminal damage and arson,Investigation complete; no suspect identified
1372,-1.51584100,54.94516900,On or near A194(M),South Tyneside 020C,Criminal damage and arson,Awaiting court outcome
1373,-1.48923900,54.95504400,On or near Don Dixon Drive,South Tyneside 020C,Criminal damage and arson,Investigation complete; no suspect identified
1374,-1.48664700,54.95136600,On or near The Grove,South Tyneside 020C,Criminal damage and arson,Investigation complete; no suspect identified
1375,-1.45711400,54.94851500,On or near South Crescent,South Tyneside 021A,Criminal damage and arson,Investigation complete; no suspect identified
1376,-1.45384300,54.94907600,On or near Ernest Street,South Tyneside 021A,Criminal damage and arson,Under investigation
1377,-1.45185600,54.94937200,On or near Ruskin Drive,South Tyneside 021A,Criminal damage and arson,Under investigation
1378,-1.46701400,54.94834400,On or near Dunelm Grange,South Tyneside 021B,Criminal damage and arson,Under investigation
1379,-1.46701400,54.94834400,On or near Dunelm Grange,South Tyneside 021B,Criminal damage and arson,Under investigation
1380,-1.46657000,54.95239400,On or near Grays Terrace,South Tyneside 021B,Criminal damage and arson,Investigation complete; no suspect identified
1381,-1.46300900,54.94894600,On or near B1298,South Tyneside 021D,Criminal damage and arson,Under investigation
1382,-1.46248600,54.94839500,On or near Parking Area,South Tyneside 021D,Criminal damage and arson,Under investigation
1383,-1.46754700,54.95176100,On or near Church View,South Tyneside 021D,Criminal damage and arson,Under investigation
1384,-1.46100600,54.94811000,On or near North Road,South Tyneside 021D,Criminal damage and arson,Under investigation
1385,-1.40176300,54.95089800,On or near Sports/Recreation Area,South Tyneside 022C,Criminal damage and arson,Investigation complete; no suspect identified
1386,-1.43938700,54.94671000,On or near Hardie Drive,South Tyneside 023C,Criminal damage and arson,Under investigation
1387,-1.38794300,54.93562400,On or near Threlkeld Grove,Sunderland 001C,Criminal damage and arson,Investigation complete; no suspect identified
1388,-1.38449700,54.93440200,On or near Borrowdale Avenue,Sunderland 001D,Criminal damage and arson,Under investigation
1389,-1.37920500,54.93043100,On or near Moran Street,Sunderland 001D,Criminal damage and arson,Investigation complete; no suspect identified
1390,-1.37034900,54.94187000,On or near Rosedale Avenue,Sunderland 002A,Criminal damage and arson,Investigation complete; no suspect identified
1391,-1.37683400,54.93440800,On or near Druridge Avenue,Sunderland 002B,Criminal damage and arson,Investigation complete; no suspect identified
1392,-1.37380100,54.92664600,On or near Ellesmere Terrace,Sunderland 002D,Criminal damage and arson,Under investigation
1393,-1.45031000,54.92878700,On or near Bradshaw Square,Sunderland 003B,Criminal damage and arson,Under investigation
1394,-1.44896700,54.93114400,On or near Kentucky Road,Sunderland 003B,Criminal damage and arson,Investigation complete; no suspect identified
1395,-1.45527500,54.92977100,On or near Barrow Street,Sunderland 003C,Criminal damage and arson,Investigation complete; no suspect identified
1396,-1.45275700,54.92904000,On or near Banff Street,Sunderland 003C,Criminal damage and arson,Investigation complete; no suspect identified
1397,-1.43469000,54.93209400,On or near Sports/Recreation Area,Sunderland 003D,Criminal damage and arson,Investigation complete; no suspect identified
1398,-1.44009200,54.93084300,On or near Kenya Road,Sunderland 003D,Criminal damage and arson,Under investigation
1399,-1.43857700,54.92532700,On or near Ravenscourt Road,Sunderland 003D,Criminal damage and arson,Investigation complete; no suspect identified
1400,-1.45689100,54.93140400,On or near Bergen Square,Sunderland 003E,Criminal damage and arson,Under investigation
1401,-1.43968500,54.92526900,On or near Revelstoke Road,Sunderland 003F,Criminal damage and arson,Under investigation
1402,-1.43811200,54.92732900,On or near Redesdale Road,Sunderland 003F,Criminal damage and arson,Investigation complete; no suspect identified
1403,-1.43811200,54.92732900,On or near Redesdale Road,Sunderland 003F,Criminal damage and arson,Investigation complete; no suspect identified
1404,-1.40270200,54.92544400,On or near Beaumont Street,Sunderland 004A,Criminal damage and arson,Investigation complete; no suspect identified
1405,-1.40179900,54.92852200,On or near Eyemouth Lane,Sunderland 004A,Criminal damage and arson,Investigation complete; no suspect identified
1406,-1.40077600,54.92591100,On or near Shakespeare Street,Sunderland 004A,Criminal damage and arson,Under investigation
1407,-1.39895100,54.92588400,On or near Manx Square,Sunderland 004A,Criminal damage and arson,Under investigation
1408,-1.41287900,54.92308500,On or near Hollywood Avenue,Sunderland 004B,Criminal damage and arson,Under investigation
1409,-1.42410800,54.92561900,On or near Renfrew Road,Sunderland 004C,Criminal damage and arson,Investigation complete; no suspect identified
1410,-1.42117900,54.92533600,On or near Rawdon Road,Sunderland 004C,Criminal damage and arson,Under investigation
1411,-1.41515000,54.92895500,On or near Winslow Close,Sunderland 004D,Criminal damage and arson,Investigation complete; no suspect identified
1412,-1.42761800,54.92785500,On or near Rhodesia Road,Sunderland 004E,Criminal damage and arson,Offender given a caution
1413,-1.42141000,54.92658600,On or near Ramsgate Road,Sunderland 004E,Criminal damage and arson,Investigation complete; no suspect identified
1414,-1.43790500,54.92423700,On or near Rothwell Road,Sunderland 004F,Criminal damage and arson,Under investigation
1415,-1.42830900,54.92315000,On or near Radlett Road,Sunderland 004F,Criminal damage and arson,Under investigation
1416,-1.39212500,54.92118600,On or near Boundary Street,Sunderland 005A,Criminal damage and arson,Under investigation
1417,-1.39031200,54.91831000,On or near Bond Close,Sunderland 005B,Criminal damage and arson,Investigation complete; no suspect identified
1418,-1.39522200,54.91960200,On or near Maypole Close,Sunderland 005B,Criminal damage and arson,Under investigation
1419,-1.39323200,54.91912400,On or near Farm Street,Sunderland 005B,Criminal damage and arson,Investigation complete; no suspect identified
1420,-1.38826400,54.91445400,On or near Sports/Recreation Area,Sunderland 005D,Criminal damage and arson,Under investigation
1421,-1.38692300,54.92466400,On or near Elizabeth Street,Sunderland 005D,Criminal damage and arson,Under investigation
1422,-1.38713500,54.92511500,On or near Joannah Street,Sunderland 005D,Criminal damage and arson,Under investigation
1423,-1.40838500,54.91990000,On or near Park Terrace,Sunderland 005F,Criminal damage and arson,Awaiting court outcome
1424,-1.40337900,54.92400000,On or near Thistly Close,Sunderland 005G,Criminal damage and arson,Under investigation
1425,-1.39402200,54.92056600,On or near Stafford Grove,Sunderland 005G,Criminal damage and arson,Under investigation
1426,-1.39968400,54.92173600,On or near Ridley Street,Sunderland 005G,Criminal damage and arson,Under investigation
1427,-1.40554800,54.91870900,On or near Police Station,Sunderland 005G,Criminal damage and arson,Under investigation
1428,-1.40554800,54.91870900,On or near Police Station,Sunderland 005G,Criminal damage and arson,Awaiting court outcome
1429,-1.40554800,54.91870900,On or near Police Station,Sunderland 005G,Criminal damage and arson,Awaiting court outcome
1430,-1.39493700,54.92408500,On or near Sports/Recreation Area,Sunderland 005G,Criminal damage and arson,Investigation complete; no suspect identified
1431,-1.40514100,54.91985700,On or near Church Bank,Sunderland 005G,Criminal damage and arson,Investigation complete; no suspect identified
1432,-1.37706400,54.92558500,On or near East View,Sunderland 006A,Criminal damage and arson,Awaiting court outcome
1433,-1.37790200,54.91778900,On or near Gladstone Street,Sunderland 006B,Criminal damage and arson,Under investigation
1434,-1.37893100,54.92288100,On or near Francis Street,Sunderland 006C,Criminal damage and arson,Under investigation
1435,-1.37893100,54.92288100,On or near Francis Street,Sunderland 006C,Criminal damage and arson,Under investigation
1436,-1.36768100,54.92190600,On or near Featherstone Street,Sunderland 006E,Criminal damage and arson,Under investigation
1437,-1.38018600,54.91125800,On or near Palmer'S Hill Road,Sunderland 006F,Criminal damage and arson,Under investigation
1438,-1.37461600,54.91639700,On or near Zetland Street,Sunderland 006F,Criminal damage and arson,Under investigation
1439,-1.37580000,54.91547800,On or near Whickham Street,Sunderland 006F,Criminal damage and arson,Investigation complete; no suspect identified
1440,-1.38359500,54.91374700,On or near Back North Bridge Street,Sunderland 006F,Criminal damage and arson,Investigation complete; no suspect identified
1441,-1.50355700,54.90566900,On or near Barmston Way,Sunderland 007A,Criminal damage and arson,Investigation complete; no suspect identified
1442,-1.50976200,54.91743900,On or near Trafalgar Road,Sunderland 007A,Criminal damage and arson,Investigation complete; no suspect identified
1443,-1.54990800,54.91967000,On or near Highworth Drive,Sunderland 007D,Criminal damage and arson,Investigation complete; no suspect identified
1444,-1.43548500,54.91882500,On or near Dene Road,Sunderland 008A,Criminal damage and arson,Under investigation
1445,-1.43182900,54.91809800,On or near Supermarket,Sunderland 008A,Criminal damage and arson,Investigation complete; no suspect identified
1446,-1.44943400,54.91640800,On or near Lavender Grove,Sunderland 008A,Criminal damage and arson,Under investigation
1447,-1.44067900,54.91551500,On or near Jennifer Avenue,Sunderland 008A,Criminal damage and arson,Investigation complete; no suspect identified
1448,-1.42634800,54.91845800,On or near Hylton Park Road,Sunderland 008A,Criminal damage and arson,Under investigation
1449,-1.44067900,54.91551500,On or near Jennifer Avenue,Sunderland 008A,Criminal damage and arson,Investigation complete; no suspect identified
1450,-1.43966000,54.91583400,On or near Oswald Terrace South,Sunderland 008A,Criminal damage and arson,Investigation complete; no suspect identified
1451,-1.42634800,54.91845800,On or near Hylton Park Road,Sunderland 008A,Criminal damage and arson,Investigation complete; no suspect identified
1452,-1.44716300,54.92389300,On or near Coverley Road,Sunderland 008B,Criminal damage and arson,Under investigation
1453,-1.44716300,54.92389300,On or near Coverley Road,Sunderland 008B,Criminal damage and arson,Investigation complete; no suspect identified
1454,-1.45716300,54.91120400,On or near Hylton Grange,Sunderland 008C,Criminal damage and arson,Under investigation
1455,-1.45716300,54.91120400,On or near Hylton Grange,Sunderland 008C,Criminal damage and arson,Under investigation
1456,-1.45921600,54.92100800,On or near Campbell Square,Sunderland 008C,Criminal damage and arson,Under investigation
1457,-1.45483800,54.92284000,On or near Cook Square,Sunderland 008C,Criminal damage and arson,Under investigation
1458,-1.45855800,54.92005300,On or near Cramlington Square,Sunderland 008C,Criminal damage and arson,Investigation complete; no suspect identified
1459,-1.45615100,54.92035700,On or near Hepburn Grove,Sunderland 008C,Criminal damage and arson,Investigation complete; no suspect identified
1460,-1.45845600,54.91714100,On or near Calais Road,Sunderland 008C,Criminal damage and arson,Investigation complete; no suspect identified
1461,-1.45691900,54.92472800,On or near Craigshaw Square,Sunderland 008F,Criminal damage and arson,Under investigation
1462,-1.45317600,54.92345300,On or near Cheadle Road,Sunderland 008F,Criminal damage and arson,Investigation complete; no suspect identified
1463,-1.45412900,54.92449000,On or near Chelmsford Square,Sunderland 008F,Criminal damage and arson,Investigation complete; no suspect identified
1464,-1.52186500,54.91243700,On or near Supermarket,Sunderland 009A,Criminal damage and arson,Under investigation
1465,-1.51470200,54.90876000,On or near Industrial Road,Sunderland 009A,Criminal damage and arson,Investigation complete; no suspect identified
1466,-1.52088800,54.90934200,On or near Spout Lane,Sunderland 009A,Criminal damage and arson,Investigation complete; no suspect identified
1467,-1.50744800,54.91526400,On or near Marlborough Road,Sunderland 009B,Criminal damage and arson,Under investigation
1468,-1.51680700,54.91273200,On or near Hall Road,Sunderland 009B,Criminal damage and arson,Under investigation
1469,-1.51680700,54.91273200,On or near Hall Road,Sunderland 009B,Criminal damage and arson,Under investigation
1470,-1.51680700,54.91273200,On or near Hall Road,Sunderland 009B,Criminal damage and arson,Under investigation
1471,-1.50550000,54.91263200,On or near Cherwell,Sunderland 009E,Criminal damage and arson,Under investigation
1472,-1.52975600,54.91528100,On or near South Avenue,Sunderland 009F,Criminal damage and arson,Awaiting court outcome
1473,-1.53474900,54.91514700,On or near Well Bank Road,Sunderland 009F,Criminal damage and arson,Investigation complete; no suspect identified
1474,-1.55299000,54.90480900,On or near Heatherlaw,Sunderland 010A,Criminal damage and arson,Investigation complete; no suspect identified
1475,-1.55658600,54.91819400,On or near Shelley Avenue,Sunderland 010A,Criminal damage and arson,Under investigation
1476,-1.55200300,54.90805900,On or near Whitworth Road,Sunderland 010A,Criminal damage and arson,Investigation complete; no suspect identified
1477,-1.54206700,54.90401400,On or near Tor Mere Close,Sunderland 010B,Criminal damage and arson,Investigation complete; no suspect identified
1478,-1.53611800,54.90734300,On or near Ravenstone,Sunderland 010B,Criminal damage and arson,Under investigation
1479,-1.54183400,54.90252100,On or near Stridingedge,Sunderland 010B,Criminal damage and arson,Investigation complete; no suspect identified
1480,-1.54452800,54.90423000,On or near Gragareth Way,Sunderland 010C,Criminal damage and arson,Investigation complete; no suspect identified
1481,-1.53632900,54.90931200,On or near Whinway,Sunderland 010D,Criminal damage and arson,Under investigation
1482,-1.41039500,54.90729300,On or near Pine Street,Sunderland 011A,Criminal damage and arson,Under investigation
1483,-1.40610000,54.90347100,On or near Sorley Street,Sunderland 011B,Criminal damage and arson,Investigation complete; no suspect identified
1484,-1.40594900,54.90631000,On or near Pickard Street,Sunderland 011B,Criminal damage and arson,Under investigation
1485,-1.40201700,54.90643400,On or near Supermarket,Sunderland 011C,Criminal damage and arson,Under investigation
1486,-1.40381200,54.90526600,On or near Aiskell Street,Sunderland 011C,Criminal damage and arson,Investigation complete; no suspect identified
1487,-1.40302000,54.90715800,On or near Ailesbury Street,Sunderland 011C,Criminal damage and arson,Under investigation
1488,-1.39987500,54.90468000,On or near Chester Street East,Sunderland 011C,Criminal damage and arson,Under investigation
1489,-1.39987500,54.90468000,On or near Chester Street East,Sunderland 011C,Criminal damage and arson,Under investigation
